,name,Orbit (AU),Value ($),Group,($),unit_value($),Metal Content,total_value_dol
278,Milton,2.585,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
279,Backlunda,2.436,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
280,Klio,2.362,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
281,Beira,2.733,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
282,Henrika,2.7119999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
283,Liguria,2.7560000000000002,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
284,Amalia,2.358,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
285,Ruanda,2.7510000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
286,Giovannipratesi,2.792,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
287,Pamina,2.738,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
288,Alemannia,2.592,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
289,Brubeck,2.6430000000000002,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
290,Caprera,2.72,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
291,Boliviana,2.574,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
292,Mathieu,2.766,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
293,Erigone,2.367,17.33 billion,MBA,17.33,billion,C_Low Metal Content,17330000000.0
294,Prymno,2.332,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
295,Lampetia,2.779,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
296,Dora,2.793,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
297,Fanny,2.7710000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
298,Ostrovskij,2.75,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
299,Sarita,2.634,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
300,Chaldaea,2.375,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
301,Clorinde,2.34,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
302,Celuta,2.3609999999999998,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
303,Artemis,2.374,18.15 billion,MBA,18.15,billion,C_Low Metal Content,18150000000.0
304,Chloris,2.7239999999999998,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
305,Evelyn,2.7230000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
306,Bezovec,2.4219999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
307,Olga,2.404,1.27 billion,MBA,1.27,billion,C_Low Metal Content,1270000000.0
308,Athor,2.379,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
309,Svetlanov,2.7880000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
310,Zhongolovich,2.7769999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
311,Nemausa,2.366,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
312,Estremadoyro,2.784,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
313,Baucis,2.38,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
314,Arsinoe,2.594,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
315,Marghanna,2.7289999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
316,Happelia,2.7510000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
317,Semphyra,2.806,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
318,Admete,2.7430000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
319,Burnaby,2.701,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
320,Libera,2.654,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
321,Metcalfia,2.622,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
322,Aeolia,2.741,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
323,Pariana,2.612,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
324,Milani,2.7030000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
325,Isis,2.4419999999999997,8.07 billion,MBA,8.07,billion,C_Low Metal Content,8070000000.0
326,Ellenbeth,2.7889999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
327,Fujiwara,2.772,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
328,Aethra,2.608,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
329,Pien,2.728,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
330,Odessa,2.758,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
331,Colchis,2.665,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
332,Ryabov,2.7030000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
333,Hertha,2.428,1.50 billion,MBA,1.5,billion,C_Low Metal Content,1500000000.0
334,Merlin,2.781,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
335,Lubomir,2.7680000000000002,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
336,Priska,2.6689999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
337,Lotis,2.6069999999999998,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
338,Latvia,2.645,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
339,Comas Sola,2.779,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
340,Clarissa,2.405,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
341,van Altena,2.715,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
342,Lova,2.702,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
343,Nezarka,2.6210000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
344,Lene,2.697,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
345,Nysa,2.423,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
346,Polana,2.419,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
347,Chloe,2.559,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
348,Hedera,2.716,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
349,Recogne,2.713,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
350,Phillipadams,2.7110000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
351,Chodas,2.735,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
352,Tinette,2.721,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
353,Rufino,2.555,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
354,Siberia,2.545,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
355,Ruvuma,2.7510000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
356,Paulharris,2.7880000000000003,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
357,Lucidor,2.6919999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
358,Bezruc,2.6660000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
359,Madeline,2.6260000000000003,3.65 billion,MBA,3.65,billion,C_Low Metal Content,3650000000.0
360,1980 VX1,2.787,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
361,Fortuna,2.443,73.89 billion,MBA,73.89,billion,C_Low Metal Content,73890000000.0
362,Nina,2.6630000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
363,Harryford,2.739,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
364,Lutetia,2.435,1.70 billion,MBA,1.7,billion,C_Low Metal Content,1700000000.0
365,Pax,2.589,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
366,Iphigenia,2.434,16.98 billion,MBA,16.98,billion,C_Low Metal Content,16980000000.0
367,1992 ST1,2.79,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
368,Octavia,2.761,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
369,Soderblom,2.747,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
370,Murray,2.784,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
371,Montague,2.569,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
372,Faina,2.551,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
373,Dabu,2.786,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
374,Jacqueline,2.605,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
375,1989 BD,2.699,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
376,Flammario,2.736,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
377,Hurban,2.7260000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
378,Beatrix,2.432,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
379,1991 PK11,2.745,696.64 million,MBA,696.64,million,D_Very low Content,696640000.0
380,Vala,2.432,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
381,Pawlowia,2.7060000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
382,Georgia,2.727,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
383,Marceline,2.786,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
384,1987 YH,2.779,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
385,Fiducia,2.678,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
386,Tikhov,2.71,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
387,Irkutsk,2.781,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
388,Komarov,2.785,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
389,Johnpearse,2.801,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
390,Janacek,2.715,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
391,Parks,2.7119999999999997,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
392,Eva,2.6319999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
393,Arachne,2.625,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
394,Woltjer,2.785,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
395,Akan,2.7960000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
396,Aspasia,2.576,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
397,Antoku,2.741,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
398,Moira,2.735,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
399,Viipuri,2.693,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
400,Grissom,2.748,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
401,Kodaira,2.755,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
402,Cora,2.7230000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
403,Zdenekhorsky,2.741,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
404,Clasien,2.7739999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
405,Barks,2.721,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
406,Lobachevskij,2.698,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
407,Canterbury,2.79,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
408,Alsatia,2.64,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
409,Kemi,2.773,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
410,Thirouin,2.717,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
411,Pia,2.693,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
412,Henan,2.699,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
413,Scania,2.716,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
414,Haug,2.92,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
415,Notburga,2.573,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
416,Gentelec,2.74,525.91 million,MBA,525.91,million,D_Very low Content,525909999.99999994
417,Kimura,2.793,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
418,Lugano,2.677,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
419,Svea,2.477,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
420,Luisa,2.7739999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
421,Tetsuya,2.785,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
422,Lena,2.685,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
423,Benfranklin,2.801,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
424,Namaqua,2.782,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
425,Lavrov,2.73,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
426,Charlois,2.6719999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
427,Kiladze,2.694,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
428,Hestia,2.526,7.03 billion,MBA,7.03,billion,C_Low Metal Content,7030000000.0
429,Delila,2.75,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
430,Albitskij,2.662,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
431,Subbotina,2.787,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
432,Rimskij-Korsakov,2.7969999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
433,Lujiaxi,2.7319999999999998,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
434,Alvarez,2.7760000000000002,>100 trillion,MCA,110.0,Too Much,A_High Metal Content,110000000000000.0
435,Walbeck,2.785,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
436,Kennoguchi,2.792,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
437,Izu,2.675,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
438,Pasteur,2.694,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
439,Sonneberga,2.682,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
440,MIT,2.682,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
441,Melanie,2.698,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
442,Karl Marx,2.7969999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
443,Demokritos,2.7960000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
444,Julia,2.55,45.43 billion,MBA,45.43,billion,C_Low Metal Content,45430000000.0
445,Euryanthe,2.727,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
446,Whitehouse,2.8,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
447,Gunma,2.785,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
448,Megaira,2.8,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
449,Vinifera,2.6180000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
450,Russia,2.552,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
451,Okadanoboru,2.698,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
452,Sumeria,2.781,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
453,Dudu,2.7460000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
454,Campania,2.6889999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
455,Elba,2.736,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
456,Emita,2.741,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
457,1988 FF,2.7689999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
458,Tesla,2.8110000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
459,Arenda,2.7310000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
460,Melete,2.596,4.63 billion,MBA,4.63,billion,C_Low Metal Content,4630000000.0
461,Thuringia,2.748,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
462,Virginia,2.6489999999999996,24.14 billion,MBA,24.14,billion,C_Low Metal Content,24140000000.0
463,Polyakhova,2.6889999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
464,Monicalazzarin,2.783,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
465,Fabini,2.699,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
466,Federer,2.734,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
467,Eurydike,2.675,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
468,Prokne,2.615,19.23 billion,MBA,19.23,billion,C_Low Metal Content,19230000000.0
469,Hugo,2.705,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
470,Titania,2.698,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
471,Gyptis,2.7689999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
472,Rockholt,2.734,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
473,Weissman,2.6660000000000004,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
474,Sinzot,2.772,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
475,Stobbe,2.61,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
476,Sarahill,2.718,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
477,Hedwig,2.6510000000000002,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
478,Richilde,2.7110000000000003,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
479,Mathilde,2.6489999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
480,Peter,2.735,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
481,Sheba,2.653,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
482,Aeria,2.6489999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
483,Lawrence,2.7569999999999997,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
484,Anyuta,2.75,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
485,Jerome,2.784,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
486,Sophrosyne,2.563,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
487,Hirundo,2.7289999999999996,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
488,1991 RN10,2.767,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
489,Tarka,2.635,>100 trillion,MBA,110.0,Too Much,A_High Metal Content,110000000000000.0
